param1,param3,param11,param12,param13,param14,param15,param16,param17,param18,param21,external_id
243591519,1639,21361,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,243591519
243591780,1249,8751,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,243591780
243591900,1126,8874,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,243591900
243592507,1722,11278,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,243592507
243593040,1578,12422,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,243593040
243593171,1967,5033,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,243593171
243593775,1243,18757,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,243593775
243593791,1123,7877,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,243593791
243595204,4330,35670,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,243595204
243595433,1207,12793,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,243595433
243595980,1118,5882,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,243595980
243596448,3097,1903,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243596448
243598513,1054,3946,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243598513
243598580,"5,790000000000873","20994,21",21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,243598580
243598882,1081,4919,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,243598882
243599960,2064,2936,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243599960
243600615,1570,4430,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,243600615
243601204,1838,24162,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,243601204
243604360,1769,20231,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,243604360
243605358,1176,3824,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243605358
243605650,1399,26601,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,243605650
243605803,1273,12727,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,243605803
243606613,1330,28670,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,243606613
243606958,1003,21997,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,243606958
243606966,1656,15344,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,243606966
243607210,1450,13550,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,243607210
243607652,1017,9983,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,243607652
243608055,1658,5342,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,243608055
243608233,1379,4621,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,243608233
243608250,1089,13911,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,243608250
243608543,2415,2585,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,243608543
243608594,1798,4202,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,243608594
243608837,1320,9680,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,243608837
243608900,1781,17219,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,243608900
243609132,1933,10067,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,243609132
243609183,1009,15991,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,243609183
243609205,1100,9900,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,243609205
243609582,1219,20781,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,243609582
263684865,1429,4571,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263684865
263685500,1161,8839,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,263685500
263685624,3259,1741,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263685624
263686108,1626,8374,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,263686108
263686795,1400,13600,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,263686795
263686850,1962,17038,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263686850
263687040,1088,5912,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,263687040
263687465,1161,15839,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,263687465
263688550,1892,7108,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,263688550
263689093,1290,11710,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,263689093
263689484,1112,6888,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,263689484
263689905,1917,16083,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,263689905
263689930,1868,15132,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,263689930
263690091,1177,27823,29000.00,543.27,84,13.45,15.60,51.28,46145.08,594.55,263690091
263692248,1039,4961,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263692248
263692795,3892,1108,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263692795
263696073,1775,14225,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,263696073
263696634,1552,22448,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,263696634
263697037,1705,22295,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,263697037
263697622,1287,6713,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,263697622
263699234,1784,4216,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263699234
263699935,1189,17811,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263699935
263699951,4492,40508,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,263699951
263700194,1577,8423,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,263700194
263700275,1375,24625,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,263700275
263700585,1099,6901,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,263700585
263702006,1178,26822,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,263702006
263704254,3493,1507,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263704254
263704777,1254,5746,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,263704777
263705021,1760,19240,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,263705021
263705757,1818,15182,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,263705757
263706532,1273,13727,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,263706532
263707539,1583,16417,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,263707539
263707555,3153,1847,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263707555
263708667,1058,15942,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,263708667
263708730,1199,3801,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263708730
263712770,1700,5300,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,263712770
263712907,1413,8587,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,263712907
263713296,1867,10133,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,263713296
263713466,1574,6426,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,263713466
263713768,1896,33104,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,263713768
263715353,1097,20903,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,263715353
263715396,1023,17977,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263715396
263715922,1858,4142,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263715922
263716236,4155,30845,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,263716236
263716376,1766,24234,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,263716376
263716503,2439,2561,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263716503
263716848,1286,12714,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,263716848
263717879,1527,17473,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263717879
263718220,3264,1736,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263718220
263718387,1550,17450,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263718387
263719383,1572,15428,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,263719383
263720179,4454,546,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263720179
263720187,1580,9420,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,263720187
263720462,1464,14536,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,263720462
263720594,1662,9338,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,263720594
263721060,1029,20971,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,263721060
263721272,1533,4467,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263721272
263721647,1996,11004,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,263721647
263721736,1830,25170,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,263721736
263722414,1489,4511,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263722414
263722910,3510,1490,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263722910
263723275,1761,19239,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,263723275
263723364,1412,17588,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263723364
263723593,1022,10978,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,263723593
263724930,1978,6022,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,263724930
263726150,1522,11478,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,263726150
263728587,1341,21659,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,263728587
263729770,1320,5680,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,263729770
263730026,1534,20466,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,263730026
263730190,4435,565,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263730190
263730913,1817,11183,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,263730913
263730948,1602,10398,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,263730948
263732860,1728,15272,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,263732860
263732975,1232,11768,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,263732975
263734080,1320,16680,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,263734080
263734463,1844,25156,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,263734463
263735990,2143,2857,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263735990
263736563,1945,22055,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,263736563
263736636,1739,6261,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,263736636
263736849,3599,1401,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263736849
263739899,1807,27193,29000.00,543.27,84,13.45,15.60,51.28,46145.08,594.55,263739899
263741427,1564,18436,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,263741427
263741834,1841,19159,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,263741834
263743330,1985,9015,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,263743330
263743438,1397,11603,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,263743438
263744248,1029,18971,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,263744248
263744833,1145,13855,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,263744833
263952428,1389,21611,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,263952428
263953254,1224,11776,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,263953254
263953319,3128,41872,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,263953319
263954250,1959,25041,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,263954250
263954803,3035,31965,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,263954803
263955010,1860,26140,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,263955010
263955427,1913,4087,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263955427
263955729,4365,635,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263955729
263956164,1524,6476,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,263956164
263956261,1749,7251,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,263956261
263956938,1031,3969,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263956938
263957063,5066,44934,50000.00,936.67,84,13.45,15.60,88.41,79560.28,1025.08,263957063
263957608,1452,3548,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263957608
263957837,2383,2617,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263957837
263958922,1114,22886,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,263958922
263959210,1834,26166,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,263959210
263959350,1761,14239,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,263959350
263961729,1180,3820,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263961729
263961753,1674,15326,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,263961753
263961877,1910,3090,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263961877
263961885,1978,6022,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,263961885
263961907,1550,14450,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,263961907
263962571,1344,17656,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263962571
263963063,4342,658,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263963063
263963608,1064,13936,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,263963608
263963918,1621,12379,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,263963918
263965031,1533,9467,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,263965031
263967697,1803,10197,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,263967697
263967972,1903,25097,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,263967972
263968936,1421,25579,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,263968936
263969207,1524,15476,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,263969207
263969410,1402,14598,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,263969410
263969509,1415,8585,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,263969509
263971511,1838,18162,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,263971511
263971570,1881,12119,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,263971570
263971589,1734,17266,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263971589
263972402,2918,2082,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263972402
263972828,1937,18063,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,263972828
263973514,1975,24025,26000.00,487.07,84,13.45,15.60,45.97,41371.48,533.04,263973514
263973638,1388,20612,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,263973638
263975690,1640,4360,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263975690
263975916,1467,5533,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,263975916
263977501,1467,22533,24000.00,449.61,84,13.45,15.60,42.44,38189.64,492.05,263977501
263979423,1185,4815,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263979423
263980049,1163,28837,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,263980049
263981010,3161,1839,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263981010
263981312,1836,3164,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263981312
263982165,1483,19517,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,263982165
263982262,1356,17644,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263982262
263982300,1420,20580,22000.00,412.14,84,13.45,15.60,38.90,35006.96,451.04,263982300
263983889,1224,7776,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,263983889
263984370,1358,4642,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263984370
263984710,1570,13430,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,263984710
263985725,3994,1006,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,263985725
263986039,1735,5265,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,263986039
263987132,1809,13191,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,263987132
263991547,1279,4721,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,263991547
263991776,1980,17020,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263991776
263993418,1891,12109,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,263993418
263996581,1369,9631,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,263996581
263997081,1821,12179,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,263997081
263997812,1488,17512,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,263997812
264000382,1527,17473,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,264000382
264000560,1908,4092,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,264000560
264000900,1583,18417,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,264000900
264001214,2413,2587,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264001214
264001796,1667,12333,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,264001796
264002830,1997,4003,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,264002830
264003420,1188,28812,30000.00,562.01,84,13.45,15.60,53.05,47736.84,615.06,264003420
264003500,1184,5816,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,264003500
264003616,1451,14549,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,264003616
264005430,1515,14485,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,264005430
264005813,1907,4093,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,264005813
264006690,1201,13799,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,264006690
264006976,3454,1546,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264006976
264008456,3246,1754,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264008456
264009118,1973,11027,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,264009118
264010256,2556,2444,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264010256
264010574,4872,35128,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,264010574
264010663,1740,5260,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,264010663
264011813,1839,38161,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,264011813
264015592,3158,1842,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264015592
264016629,1301,19699,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,264016629
264019679,1292,10708,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,264019679
264019970,1485,6515,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,264019970
264019989,1744,10256,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,264019989
264020367,1871,7129,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,264020367
264021037,5454,29546,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,264021037
264021800,1218,4782,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,264021800
264022998,1667,13333,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,264022998
264025253,1404,3596,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264025253
264028872,3139,1861,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264028872
264029232,3985,31015,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,264029232
264029240,1273,3727,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264029240
264030184,1726,19274,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,264030184
264030770,1838,43162,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,264030770
264031768,2930,2070,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264031768
264031989,1861,15139,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,264031989
264033132,1987,13013,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,264033132
264033299,1980,3020,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264033299
264033310,1885,13115,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,264033310
264033566,1113,14887,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,264033566
264033655,1704,14296,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,264033655
264034694,1342,9658,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,264034694
264034759,1368,23632,25000.00,468.34,84,13.45,15.60,44.21,39780.56,512.55,264034759
264037561,1659,26341,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,264037561
264037960,1862,16138,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,264037960
264039092,1944,13056,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,264039092
264040295,1439,19561,21000.00,393.41,84,13.45,15.60,37.13,33416.04,430.54,264040295
264040333,1243,6757,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,264040333
264040694,1686,6314,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,264040694
264040791,1009,4991,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,264040791
264041372,1867,5133,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,264041372
264041720,1356,18644,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,264041720
264043278,1740,12260,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,264043278
264043367,1272,3728,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264043367
264043766,4278,722,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264043766
264048679,1136,12864,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,264048679
264049810,1235,9765,11000.00,206.07,84,13.45,15.60,19.45,17503.48,225.52,264049810
264051572,1744,6256,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,264051572
264052200,1266,10734,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,264052200
264052501,1172,3828,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264052501
264052994,1134,15866,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,264052994
264054679,1329,16671,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,264054679
264054806,1253,25747,27000.00,505.81,84,13.45,15.60,47.74,42963.24,553.55,264054806
264055365,1791,14209,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,264055365
264056507,3722,1278,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264056507
264056663,1015,8985,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,264056663
264057562,1242,3758,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264057562
264057864,1117,5883,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,264057864
264059778,1228,10772,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,264059778
264059840,1948,12052,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,264059840
264060504,1981,16019,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,264060504
264061250,1439,18561,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,264061250
264061292,1845,6155,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,264061292
264061322,1988,7012,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,264061322
264061713,3520,31480,35000.00,655.67,84,13.45,15.60,61.89,55692.28,717.56,264061713
264062060,1784,11216,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,264062060
264063767,1753,3247,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264063767
264064739,5749,34251,40000.00,749.34,84,13.45,15.60,70.73,63648.56,820.07,264064739
264064917,3692,1308,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264064917
264065239,1271,15729,17000.00,318.47,84,13.45,15.60,30.06,27050.68,348.53,264065239
264065980,4502,40498,45000.00,843.01,84,13.45,15.60,79.57,71604.84,922.58,264065980
264067223,1819,14181,16000.00,299.74,84,13.45,15.60,28.29,25459.76,328.03,264067223
264067371,1360,7640,9000.00,168.61,84,13.45,15.60,15.92,14321.64,184.53,264067371
264068262,1905,13095,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,264068262
264068491,1179,13821,15000.00,281.01,84,13.45,15.60,26.52,23868.84,307.53,264068491
264070917,1634,6366,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,264070917
264071190,3778,1222,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264071190
264071344,1861,17139,19000.00,355.94,84,13.45,15.60,33.60,30233.36,389.54,264071344
264071557,1873,10127,12000.00,224.81,84,13.45,15.60,21.22,19095.24,246.03,264071557
264072391,1160,3840,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264072391
264074041,1991,4009,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,264074041
264074793,1393,11607,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,264074793
264075811,3534,1466,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264075811
264076451,2654,2346,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264076451
264076834,1247,26753,28000.00,524.54,84,13.45,15.60,49.51,44554.16,574.05,264076834
264077873,1389,12611,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,264077873
264080149,2238,2762,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264080149
264080602,1317,12683,14000.00,262.27,84,13.45,15.60,24.76,22277.08,287.03,264080602
264080823,1034,18966,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,264080823
264080971,1731,18269,20000.00,374.67,84,13.45,15.60,35.37,31824.28,410.04,264080971
264081099,1639,3361,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264081099
264081935,1540,6460,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,264081935
264083520,1416,6584,8000.00,149.87,84,13.45,15.60,14.15,12729.88,164.02,264083520
264084250,1887,4113,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,264084250
264085272,1936,11064,13000.00,243.54,84,13.45,15.60,22.99,20686.16,266.53,264085272
264086643,1166,8834,10000.00,187.34,84,13.45,15.60,17.68,15912.56,205.02,264086643
264087674,4010,45990,50000.00,936.67,84,13.45,15.60,88.41,79560.28,1025.08,264087674
264089367,1548,21452,23000.00,430.87,84,13.45,15.60,40.67,36597.88,471.54,264089367
264090403,3896,1104,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264090403
264093216,1582,16418,18000.00,337.21,84,13.45,15.60,31.83,28642.44,369.04,264093216
264093690,1205,4795,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,264093690
264093810,1445,27555,29000.00,543.27,84,13.45,15.60,51.28,46145.08,594.55,264093810
264093879,1583,5417,7000.00,131.14,84,13.45,15.60,12.38,11138.96,143.52,264093879
264094654,3801,1199,5000.00,93.67,84,13.45,15.60,8.84,7956.28,102.51,264094654
264094735,1427,4573,6000.00,112.41,84,13.45,15.60,10.61,9548.04,123.02,264094735
